ACCT_CURR_AMOUNT,ORIG_CURR_CD,TRANSACTION_TYPE_DESC,TRANSACTION_TYPE_CATEGORY,ACCOUNT_KEY,ORIGINATOR_NAME,EXECUTION_LOCAL_DATE_TIME,FOREIGN_COUNTRY_CD
11413,CAD,Foreign currency cash deposit,TRANSACTIONS,GBP_69346473101041634058_T2,DANIEL MAURER,27-DEC-12 08.12.44.000000000 PM,CH
50000,EUR,Local currency cash withdrawals,TRANSACTIONS,GBP_98614997441015000994_T2,DELLUCCI AMERICAN STUDIO S.R.L.,27-DEC-12 12.00.00.000000000 AM,EU
50000,EUR,Local currency cash withdrawals,TRANSACTIONS,GBP_78887567029761298944_T2,IHEART KIDS,27-DEC-12 12.00.00.000000000 AM,MX
50000,EUR,Local currency cash withdrawals,TRANSACTIONS,GBP_34850730303032420185_T2,KITTY USER LIMITED,27-DEC-12 12.00.00.000000000 AM,US
50000,CHF,Local currency cash withdrawals,TRANSACTIONS,GBP_13173081153909711647_T2,LOUIS GOODWIN TRUST,27-DEC-12 12.00.00.000000000 AM,CH
17282,MXN,Card local currency ATM withdrawals,TRANSACTIONS,GBP_89833548303143958335_T2,DELLUCCI AMERICAN STUDIO S.R.L.,27-DEC-12 12.00.00.000000000 AM,CA
17282,USD,Card local currency ATM withdrawals,TRANSACTIONS,GBP_17479645580810037851_T2,LOUIS GOODWIN TRUST,27-DEC-12 12.00.00.000000000 AM,CH
55555,USD,Card repayment by local currency cash,TRANSACTIONS,GBP_61410120257151883025_T2,DANIEL MAURER,27-DEC-12 12.00.00.000000000 AM,CH
5000,CAD,Loan repayment by local currency cash,TRANSACTIONS,GBP_00264875302926768955_T2,MATTHEW METCALFE ESSENTIALS,27-DEC-12 12.00.00.000000000 AM,CH
55000,CHF,Card foreign currency ATM withdrawals,TRANSACTIONS,GBP_26340092809671411567_T2,KITTY USER LIMITED,27-DEC-12 12.00.00.000000000 AM,EU
35000,CHF,Card local currency ATM withdrawals,TRANSACTIONS,GBP_14617227127495791244_T2,LOUIS GOODWIN TRUST,27-DEC-12 12.00.00.000000000 AM,MX
100000,CHF,Foreign currency cash withdrawals,TRANSACTIONS,GBP_73648548217681847827_T2,DENEEN SOUTH TRUST,27-DEC-12 12.00.00.000000000 AM,US
3840,EUR,Local currency cash deposit,TRANSACTIONS,CAD_55640815228045109152_T2,Name,27-DEC-12 12.00.00.000000000 AM,CH
10000,MXN,Foreign currency cash deposit,TRANSACTIONS,GBP_18860123524888852004_T2,LOUIS GOODWIN TRUST,27-DEC-12 12.00.00.000000000 AM,CA
50000,USD,Foreign currency cash deposit,TRANSACTIONS,GBP_56045634368428198644_T2,DANIEL MAURER,27-DEC-12 12.00.00.000000000 AM,CH
50000,CHF,Foreign currency cash deposit,TRANSACTIONS,GBP_17479645580810037851_T2,LOUIS GOODWIN TRUST,27-DEC-12 12.00.00.000000000 AM,CH
50000,USD,Foreign currency cash deposit,TRANSACTIONS,GBP_57844213548858652453_T2,DANIEL MAURER,27-DEC-12 12.00.00.000000000 AM,CH
50000,MXN,Foreign currency cash deposit,TRANSACTIONS,GBP_94115898089266086808_T2,DELLUCCI AMERICAN STUDIO S.R.L.,27-DEC-12 12.00.00.000000000 AM,EU
50000,CHF,Foreign currency cash deposit,TRANSACTIONS,GBP_32278042005960601093_T2,KITTY USER LIMITED,27-DEC-12 12.00.00.000000000 AM,MX
50000,MXN,Foreign currency cash deposit,TRANSACTIONS,GBP_78398131478242644619_T2,IHEART KIDS,27-DEC-12 12.00.00.000000000 AM,US
50000,CHF,Foreign currency cash deposit,TRANSACTIONS,GBP_97539979008966098030_T2,DELLUCCI AMERICAN STUDIO S.R.L.,27-DEC-12 12.00.00.000000000 AM,CH
2000,CAD,Foreign currency monetary instrument deposits,TRANSACTIONS,GBP_52043576497376985038_T2,DANIEL MAURER,27-DEC-12 12.00.00.000000000 AM,CA
8010,EUR,Foreign currency cash deposit,TRANSACTIONS,GBP_20778067471582680750_T2,CYBER WOOD LIMITED,27-DEC-12 01.27.00.000000000 AM,CH
10000,EUR,Local currency cash deposit,TRANSACTIONS,GBP_25036803573161836125_T2,KITTY USER LIMITED,27-DEC-12 12.00.00.000000000 AM,CA
50000,EUR,Local currency cash withdrawals,TRANSACTIONS,GBP_87553395509607982436_T2,DELLUCCI AMERICAN STUDIO S.R.L.,27-DEC-12 12.00.00.000000000 AM,CH
50000,CHF,Local currency cash withdrawals,TRANSACTIONS,GBP_84355061292239488806_T2,KLAUDIA FREYTAG TRUST,27-DEC-12 12.00.00.000000000 AM,CH
50000,MXN,Local currency cash withdrawals,TRANSACTIONS,GBP_22781665992085346523_T2,CYBER WOOD LIMITED,27-DEC-12 12.00.00.000000000 AM,CH
50000,USD,Local currency cash withdrawals,TRANSACTIONS,NZD_69409630566338825232_T2,DELLUCCI AMERICAN STUDIO S.R.L.,27-DEC-12 12.00.00.000000000 AM,EU
250500,USD,Foreign currency cash deposit,TRANSACTIONS,GBP_14482971994690865613_T2,LOUIS GOODWIN TRUST,27-DEC-12 12.00.00.000000000 AM,MX
250500,CAD,Foreign currency cash deposit,TRANSACTIONS,GBP_43419026066231489231_T2,DANIEL MAURER,27-DEC-12 12.00.00.000000000 AM,US
250500,CHF,Foreign currency cash deposit,TRANSACTIONS,GBP_25885823882844135274_T2,KITTY USER LIMITED,27-DEC-12 12.00.00.000000000 AM,CH
50000,CHF,Local currency cash withdrawals,TRANSACTIONS,GBP_08600472325981718099_T2,LOUIS GOODWIN TRUST,27-DEC-12 12.00.00.000000000 AM,CA
250500,CHF,Foreign currency cash deposit,TRANSACTIONS,GBP_14270150767571581432_T2,LOUIS GOODWIN TRUST,27-DEC-12 12.00.00.000000000 AM,CH
50000,EUR,Local currency cash withdrawals,TRANSACTIONS,GBP_86654164192720262256_T2,DELLUCCI AMERICAN STUDIO S.R.L.,27-DEC-12 12.00.00.000000000 AM,CH
50000,MXN,Local currency cash withdrawals,TRANSACTIONS,GBP_59197916261469530101_T2,DANIEL MAURER,27-DEC-12 12.00.00.000000000 AM,CH
250500,USD,Foreign currency cash deposit,TRANSACTIONS,GBP_84355061292239488806_T2,KLAUDIA FREYTAG TRUST,27-DEC-12 12.00.00.000000000 AM,EU
50000,CHF,Local currency cash withdrawals,TRANSACTIONS,EUR_22773816090357805577_T2,Name,27-DEC-12 12.00.00.000000000 AM,MX
50000,USD,Local currency cash withdrawals,TRANSACTIONS,EUR_74968792100437305425_T2,MATTHEW METCALFE ESSENTIALS,27-DEC-12 12.00.00.000000000 AM,US
50000,MXN,Local currency cash withdrawals,TRANSACTIONS,GBP_23256537646357761848_T2,CYBER WOOD LIMITED,27-DEC-12 12.00.00.000000000 AM,CH
50000,CHF,Local currency cash withdrawals,TRANSACTIONS,GBP_42448558827003803859_T2,KITTY USER LIMITED,27-DEC-12 12.00.00.000000000 AM,CA
50000,MXN,Local currency cash withdrawals,TRANSACTIONS,GBP_56576128101534945449_T2,DANIEL MAURER,27-DEC-12 12.00.00.000000000 AM,CH
50000,CHF,Local currency cash withdrawals,TRANSACTIONS,GBP_26980892428820975916_T2,KITTY USER LIMITED,27-DEC-12 12.00.00.000000000 AM,CH
50000,CAD,Local currency cash withdrawals,TRANSACTIONS,GBP_21146642145565729139_T2,CYBER WOOD LIMITED,27-DEC-12 12.00.00.000000000 AM,CH
50000,EUR,Local currency cash withdrawals,TRANSACTIONS,GBP_09182744750213665094_T2,LOUIS GOODWIN TRUST,27-DEC-12 12.00.00.000000000 AM,EU
50000,EUR,Local currency cash withdrawals,TRANSACTIONS,GBP_64107917606305547346_T2,DANIEL MAURER,27-DEC-12 12.00.00.000000000 AM,MX
50000,EUR,Local currency cash withdrawals,TRANSACTIONS,GBP_24722094190594830220_T2,SHI HSIAO,27-DEC-12 12.00.00.000000000 AM,US
50000,CHF,Local currency cash withdrawals,TRANSACTIONS,GBP_89209360191284438874_T2,DELLUCCI AMERICAN STUDIO S.R.L.,27-DEC-12 12.00.00.000000000 AM,CH
50000,MXN,Local currency cash withdrawals,TRANSACTIONS,GBP_32782505434457810419_T2,KITTY USER LIMITED,27-DEC-12 12.00.00.000000000 AM,CA
250500,USD,Card repayment by foreign currency cash,TRANSACTIONS,GBP_29845483290225461922_T2,KITTY USER LIMITED,27-DEC-12 12.00.00.000000000 AM,CH
250500,USD,Card repayment by foreign currency cash,TRANSACTIONS,GBP_07587022436941655193_T2,LOUIS GOODWIN TRUST,27-DEC-12 12.00.00.000000000 AM,CA
250500,CAD,Card repayment by foreign currency cash,TRANSACTIONS,GBP_77151455691313450509_T2,IHEART KIDS,27-DEC-12 12.00.00.000000000 AM,CH
250500,CHF,Card repayment by foreign currency cash,TRANSACTIONS,EUR_08543541692186509051_T2,Name,27-DEC-12 12.00.00.000000000 AM,CH
250500,CHF,Card repayment by foreign currency cash,TRANSACTIONS,GBP_16239453944491877758_T2,LOUIS GOODWIN TRUST,27-DEC-12 12.00.00.000000000 AM,CH
250500,CHF,Card repayment by foreign currency cash,TRANSACTIONS,GBP_86377956556271740319_T2,DELLUCCI AMERICAN STUDIO S.R.L.,27-DEC-12 12.00.00.000000000 AM,EU
250500,EUR,Card repayment by foreign currency cash,TRANSACTIONS,GBP_07587022436941655193_T2,LOUIS GOODWIN TRUST,27-DEC-12 12.00.00.000000000 AM,MX
500000,MXN,Loan repayment by local currency cash,TRANSACTIONS,GBP_48132457952040762486_T2,DANIEL MAURER,27-DEC-12 12.00.00.000000000 AM,US
250500,USD,Card repayment by local currency cash,TRANSACTIONS,GBP_56128692605154562671_T2,DANIEL MAURER,27-DEC-12 12.00.00.000000000 AM,CH
250500,CHF,Card repayment by local currency cash,TRANSACTIONS,GBP_78308127344305851504_T2,IHEART KIDS,27-DEC-12 12.00.00.000000000 AM,CA
500000,USD,Loan repayment by local currency cash,TRANSACTIONS,GBP_56229040707696019858_T2,DANIEL MAURER,27-DEC-12 12.00.00.000000000 AM,CH
500000,MXN,Loan repayment by local currency cash,TRANSACTIONS,GBP_57807254709893262091_T2,DANIEL MAURER,27-DEC-12 12.00.00.000000000 AM,CH
500000,CHF,Loan repayment by local currency cash,TRANSACTIONS,GBP_77151455691313450509_T2,IHEART KIDS,27-DEC-12 12.00.00.000000000 AM,CH
250500,MXN,Foreign currency cash deposit,TRANSACTIONS,AUD_60561914341170359455_T2,Name,27-DEC-12 12.00.00.000000000 AM,EU
500000,CHF,Loan repayment by local currency cash,TRANSACTIONS,GBP_69346473101041634058_T2,DANIEL MAURER,27-DEC-12 12.00.00.000000000 AM,MX
500000,CAD,Loan repayment by local currency cash,TRANSACTIONS,GBP_49311108758913003994_T2,DANIEL MAURER,27-DEC-12 12.00.00.000000000 AM,US
250500,EUR,Foreign currency cash deposit,TRANSACTIONS,GBP_51799386177917329829_T2,DANIEL MAURER,27-DEC-12 12.00.00.000000000 AM,CH
500000,EUR,Loan repayment by local currency cash,TRANSACTIONS,GBP_79332934814958957710_T2,PEARSON COR COAST LIMITED,27-DEC-12 12.00.00.000000000 AM,CA
500000,EUR,Loan repayment by local currency cash,TRANSACTIONS,GBP_07567608328379071616_T2,LOUIS GOODWIN TRUST,27-DEC-12 12.00.00.000000000 AM,CH
500000,CHF,Loan repayment by local currency cash,TRANSACTIONS,GBP_84818133523282705963_T2,KLAUDIA FREYTAG TRUST,27-DEC-12 12.00.00.000000000 AM,CH
500000,MXN,Loan repayment by local currency cash,TRANSACTIONS,GBP_77270709368508786798_T2,IHEART KIDS,27-DEC-12 12.00.00.000000000 AM,CH
500000,USD,Loan repayment by local currency cash,TRANSACTIONS,GBP_21996692647100924134_T2,CYBER WOOD LIMITED,27-DEC-12 12.00.00.000000000 AM,EU
250500,USD,Foreign currency cash deposit,TRANSACTIONS,CAD_87564090339406264850_T2,Name,27-DEC-12 12.00.00.000000000 AM,MX
250500,CAD,Foreign currency cash deposit,TRANSACTIONS,GBP_77270709368508786798_T2,IHEART KIDS,27-DEC-12 12.00.00.000000000 AM,US
500000,CHF,Loan repayment by local currency cash,TRANSACTIONS,USD_67830533962749756880_T2,EMILY JOHN,27-DEC-12 12.00.00.000000000 AM,CH
500000,CHF,Loan repayment by local currency cash,TRANSACTIONS,GBP_27680488197677015987_T2,KITTY USER LIMITED,27-DEC-12 12.00.00.000000000 AM,CA
250500,CHF,Foreign currency cash deposit,TRANSACTIONS,GBP_61333275270320775804_T2,DANIEL MAURER,27-DEC-12 12.00.00.000000000 AM,CH
250500,EUR,Foreign currency cash deposit,TRANSACTIONS,GBP_86654164192720262256_T2,DELLUCCI AMERICAN STUDIO S.R.L.,27-DEC-12 12.00.00.000000000 AM,CA
500000,MXN,Loan repayment by local currency cash,TRANSACTIONS,NOK_32528718949734334006_T2,DELLUCCI AMERICAN STUDIO S.R.L.,27-DEC-12 12.00.00.000000000 AM,CH
500000,USD,Loan repayment by local currency cash,TRANSACTIONS,GBP_21146642145565729139_T2,CYBER WOOD LIMITED,27-DEC-12 12.00.00.000000000 AM,CH
250500,CHF,Foreign currency cash deposit,TRANSACTIONS,GBP_00809563240390827561_T2,MATTHEW METCALFE ESSENTIALS,27-DEC-12 12.00.00.000000000 AM,CH
50000,USD,Local currency cash withdrawals,TRANSACTIONS,GBP_65433417409088017387_T2,DANIEL MAURER,27-DEC-12 12.00.00.000000000 AM,EU
250500,MXN,Foreign currency cash deposit,TRANSACTIONS,GBP_86654164192720262256_T2,DELLUCCI AMERICAN STUDIO S.R.L.,27-DEC-12 12.00.00.000000000 AM,MX
250500,CHF,Foreign currency cash deposit,TRANSACTIONS,GBP_14482971994690865613_T2,LOUIS GOODWIN TRUST,27-DEC-12 12.00.00.000000000 AM,US
250500,MXN,Foreign currency cash deposit,TRANSACTIONS,GBP_66110344942533433188_T2,DANIEL MAURER,27-DEC-12 12.00.00.000000000 AM,CH
250500,CHF,Foreign currency cash deposit,TRANSACTIONS,GBP_14482971994690865613_T2,LOUIS GOODWIN TRUST,27-DEC-12 12.00.00.000000000 AM,CA
250500,CAD,Foreign currency cash deposit,TRANSACTIONS,GBP_89733721662813182150_T2,DELLUCCI AMERICAN STUDIO S.R.L.,27-DEC-12 12.00.00.000000000 AM,CH
250500,EUR,Foreign currency cash deposit,TRANSACTIONS,GBP_44381706244957484206_T2,DANIEL MAURER,27-DEC-12 12.00.00.000000000 AM,CH
250500,EUR,Foreign currency cash deposit,TRANSACTIONS,GBP_88767670338591322489_T2,DELLUCCI AMERICAN STUDIO S.R.L.,27-DEC-12 12.00.00.000000000 AM,CH
250500,EUR,Foreign currency cash deposit,TRANSACTIONS,GBP_89413197886327529461_T2,DELLUCCI AMERICAN STUDIO S.R.L.,27-DEC-12 12.00.00.000000000 AM,EU
250500,CHF,Foreign currency cash deposit,TRANSACTIONS,GBP_96956212997179522256_T2,DELLUCCI AMERICAN STUDIO S.R.L.,27-DEC-12 12.00.00.000000000 AM,MX
250500,MXN,Foreign currency cash deposit,TRANSACTIONS,GBP_59171100161153622699_T2,DANIEL MAURER,27-DEC-12 12.00.00.000000000 AM,US
250500,USD,Foreign currency cash deposit,TRANSACTIONS,GBP_09487601211863101104_T2,LOUIS GOODWIN TRUST,27-DEC-12 12.00.00.000000000 AM,CH
250500,USD,Foreign currency cash deposit,TRANSACTIONS,GBP_54260025412551644901_T2,DANIEL MAURER,27-DEC-12 12.00.00.000000000 AM,CA
250500,CAD,Foreign currency cash deposit,TRANSACTIONS,GBP_17479645580810037851_T2,LOUIS GOODWIN TRUST,27-DEC-12 12.00.00.000000000 AM,CH
250500,CHF,Foreign currency cash deposit,TRANSACTIONS,GBP_15134652054654329662_T2,LOUIS GOODWIN TRUST,27-DEC-12 12.00.00.000000000 AM,CH
250500,CHF,Foreign currency cash deposit,TRANSACTIONS,EUR_26723846775234113487_T2,Name,27-DEC-12 12.00.00.000000000 AM,CH
250500,CHF,Card repayment by local currency cash,TRANSACTIONS,GBP_43560694724920605655_T2,DANIEL MAURER,27-DEC-12 12.00.00.000000000 AM,EU
250500,EUR,Card repayment by local currency cash,TRANSACTIONS,GBP_67420145841892326097_T2,DANIEL MAURER,27-DEC-12 12.00.00.000000000 AM,MX
200000,MXN,Loan initial funding by foreign currency personal check,TRANSACTIONS,SGD_72804351360743382398_T2,DELLUCCI AMERICAN STUDIO S.R.L.,27-DEC-12 12.00.00.000000000 AM,US
500000,USD,Loan repayment by local currency cash,TRANSACTIONS,GBP_16722335340805939799_T2,LOUIS GOODWIN TRUST,28-DEC-12 12.00.00.000000000 AM,CH
250500,CHF,Card repayment by local currency cash,TRANSACTIONS,GBP_53278539242540413089_T2,DANIEL MAURER,28-DEC-12 12.00.00.000000000 AM,CA
10000,USD,Foreign currency cash deposit,TRANSACTIONS,JPY_28680077465282298230_T2,DELLUCCI AMERICAN STUDIO S.R.L.,28-DEC-12 12.00.00.000000000 AM,CH
250500,MXN,Local currency cash withdrawals,TRANSACTIONS,GBP_20887153399334478585_T2,CYBER WOOD LIMITED,28-DEC-12 12.00.00.000000000 AM,CA
8500,CHF,Card repayment by foreign currency cash,TRANSACTIONS,GBP_00259804413431942171_T2,MATTHEW METCALFE ESSENTIALS,28-DEC-12 12.00.00.000000000 AM,CH
250500,MXN,Local currency cash withdrawals,TRANSACTIONS,GBP_48731670191184860276_T2,DANIEL MAURER,28-DEC-12 12.00.00.000000000 AM,CH
500000,CAD,Loan repayment by local currency cash,TRANSACTIONS,JPY_60805500304407693792_T2,DELLUCCI AMERICAN STUDIO S.R.L.,28-DEC-12 12.00.00.000000000 AM,CH
500000,CHF,Loan repayment by local currency cash,TRANSACTIONS,GBP_89833548303143958335_T2,DELLUCCI AMERICAN STUDIO S.R.L.,28-DEC-12 12.00.00.000000000 AM,EU
250500,CHF,Local currency cash withdrawals,TRANSACTIONS,GBP_57558023337235768078_T2,DANIEL MAURER,28-DEC-12 12.00.00.000000000 AM,MX
250500,CHF,Foreign currency monetary instrument deposits,TRANSACTIONS,JPY_89196903186177071682_T2,DELLUCCI AMERICAN STUDIO S.R.L.,28-DEC-12 12.00.00.000000000 AM,US
250500,EUR,Local currency cash withdrawals,TRANSACTIONS,GBP_69717693384085785853_T2,DANIEL MAURER,28-DEC-12 12.00.00.000000000 AM,CH
250500,MXN,Foreign currency cash deposit,TRANSACTIONS,GBP_70421262214702147992_T2,DANIEL MAURER,28-DEC-12 12.00.00.000000000 AM,CA
250500,USD,Local currency cash withdrawals,TRANSACTIONS,GBP_98512941982579999096_T2,DELLUCCI AMERICAN STUDIO S.R.L.,28-DEC-12 12.00.00.000000000 AM,CH
500000,CHF,Loan repayment by local currency cash,TRANSACTIONS,GBP_16505521297244398506_T2,LOUIS GOODWIN TRUST,28-DEC-12 12.00.00.000000000 AM,CH
250500,USD,Foreign currency cash deposit,TRANSACTIONS,GBP_32772735995966976456_T2,KITTY USER LIMITED,28-DEC-12 12.00.00.000000000 AM,CH
250500,MXN,Foreign currency monetary instrument deposits,TRANSACTIONS,GBP_18872761590006993113_T2,CYBER WOOD LIMITED,28-DEC-12 12.00.00.000000000 AM,EU
250500,CHF,Local currency cash withdrawals,TRANSACTIONS,GBP_76465524875971069361_T2,IHEART KIDS,28-DEC-12 12.00.00.000000000 AM,MX
5170,MXN,Loan repayment by local currency cash,TRANSACTIONS,JPY_99579879581414769954_T2,DELLUCCI AMERICAN STUDIO S.R.L.,28-DEC-12 12.00.00.000000000 AM,US
500000,CHF,Loan repayment by local currency cash,TRANSACTIONS,GBP_81360259868995052136_T2,PEARSON COR COAST LIMITED,28-DEC-12 12.00.00.000000000 AM,CH
500000,CAD,Loan repayment by local currency cash,TRANSACTIONS,GBP_99387406829326711404_T2,DELLUCCI AMERICAN STUDIO S.R.L.,28-DEC-12 12.00.00.000000000 AM,CA
10000,EUR,Local currency cash withdrawals,TRANSACTIONS,GBP_97683000794832831829_T2,DELLUCCI AMERICAN STUDIO S.R.L.,28-DEC-12 12.00.00.000000000 AM,CH
500000,EUR,Loan repayment by local currency cash,TRANSACTIONS,GBP_38990897249942704771_T2,KITTY USER LIMITED,28-DEC-12 12.00.00.000000000 AM,CH
500000,EUR,Loan repayment by local currency cash,TRANSACTIONS,GBP_11679015460449466132_T2,LOUIS GOODWIN TRUST,28-DEC-12 12.00.00.000000000 AM,CH
250500,CHF,Foreign currency cash deposit,TRANSACTIONS,GBP_41237712757191757510_T2,KITTY USER LIMITED,28-DEC-12 12.00.00.000000000 AM,EU
50000,MXN,Local currency cash withdrawals,TRANSACTIONS,GBP_00945397051673961851_T2,MATTHEW METCALFE ESSENTIALS,28-DEC-12 12.00.00.000000000 AM,MX
250500,USD,Local currency cash withdrawals,TRANSACTIONS,GBP_00264875302926768955_T2,MATTHEW METCALFE ESSENTIALS,28-DEC-12 12.00.00.000000000 AM,US
50000,USD,Local currency cash withdrawals,TRANSACTIONS,GBP_88767670338591322489_T2,DELLUCCI AMERICAN STUDIO S.R.L.,28-DEC-12 12.00.00.000000000 AM,CH
500000,CAD,Loan repayment by local currency cash,TRANSACTIONS,USD_28450336301237649614_T2,DELLUCCI AMERICAN STUDIO S.R.L.,28-DEC-12 12.00.00.000000000 AM,CA
5000,CHF,Local currency cash withdrawals,TRANSACTIONS,GBP_86954033356693590090_T2,DELLUCCI AMERICAN STUDIO S.R.L.,28-DEC-12 12.00.00.000000000 AM,CH
500000,CHF,Loan repayment by local currency cash,TRANSACTIONS,GBP_77598382721949856917_T2,IHEART KIDS,28-DEC-12 12.00.00.000000000 AM,CA
78543,CHF,Loan repayment by local currency cash,TRANSACTIONS,GBP_02508539554681718275_T2,MATTHEW METCALFE ESSENTIALS,28-DEC-12 12.00.00.000000000 AM,CH
785430,EUR,Loan initial funding by local currency monetary instrument,TRANSACTIONS,GBP_66288863109013554479_T2,DANIEL MAURER,28-DEC-12 12.00.00.000000000 AM,CH
500000,MXN,Loan repayment by local currency cash,TRANSACTIONS,GBP_23095801243690343881_T2,CYBER WOOD LIMITED,28-DEC-12 12.00.00.000000000 AM,CH
250500,USD,Card repayment by foreign currency cash,TRANSACTIONS,GBP_08661873223637910752_T2,LOUIS GOODWIN TRUST,28-DEC-12 12.00.00.000000000 AM,EU
500000,CAD,Loan repayment by local currency cash,TRANSACTIONS,GBP_37661896683648820112_T2,KITTY USER LIMITED,28-DEC-12 12.00.00.000000000 AM,MX
50000,CHF,Local currency cash withdrawals,TRANSACTIONS,CAD_83207917251081386622_T2,Name,28-DEC-12 12.00.00.000000000 AM,US
500000,CHF,Loan repayment by local currency cash,TRANSACTIONS,GBP_48132457952040762486_T2,DANIEL MAURER,28-DEC-12 12.00.00.000000000 AM,CH
50000,CHF,Local currency cash withdrawals,TRANSACTIONS,GBP_21146642145565729139_T2,CYBER WOOD LIMITED,28-DEC-12 12.00.00.000000000 AM,CA
50000000,EUR,Card foreign currency ATM withdrawals,TRANSACTIONS,GBP_24722094190594830220_T2,SHI HSIAO,28-DEC-12 12.00.00.000000000 AM,CH
50000,MXN,Local currency cash withdrawals,TRANSACTIONS,GBP_14482971994690865613_T2,LOUIS GOODWIN TRUST,28-DEC-12 12.00.00.000000000 AM,CH
50000,USD,Local currency cash withdrawals,TRANSACTIONS,GBP_96447232606551269370_T2,DELLUCCI AMERICAN STUDIO S.R.L.,28-DEC-12 12.00.00.000000000 AM,CH
17282,CHF,Card local currency ATM withdrawals,TRANSACTIONS,GBP_66425434075832353288_T2,DANIEL MAURER,28-DEC-12 12.00.00.000000000 AM,EU
250500,USD,Card repayment by foreign currency cash,TRANSACTIONS,GBP_13554238011704193331_T2,LOUIS GOODWIN TRUST,28-DEC-12 12.00.00.000000000 AM,MX
250500,MXN,Card repayment by foreign currency cash,TRANSACTIONS,GBP_82536479464384577429_T2,KLAUDIA FREYTAG TRUST,28-DEC-12 12.00.00.000000000 AM,US
500000,CHF,Loan repayment by local currency cash,TRANSACTIONS,GBP_82536479464384577429_T2,KLAUDIA FREYTAG TRUST,28-DEC-12 12.00.00.000000000 AM,CH
20000,MXN,Local currency cash withdrawals,TRANSACTIONS,GBP_17541884960196051407_T2,LOUIS GOODWIN TRUST,28-DEC-12 12.00.00.000000000 AM,CA
500000,CHF,Loan repayment by local currency cash,TRANSACTIONS,GBP_96447232606551269370_T2,DELLUCCI AMERICAN STUDIO S.R.L.,28-DEC-12 12.00.00.000000000 AM,CH
50000,CAD,Local currency cash withdrawals,TRANSACTIONS,GBP_42448558827003803859_T2,KITTY USER LIMITED,28-DEC-12 12.00.00.000000000 AM,CH
250500,EUR,Card repayment by foreign currency cash,TRANSACTIONS,GBP_34514512411931209008_T2,KITTY USER LIMITED,28-DEC-12 12.00.00.000000000 AM,CH
6000,EUR,Loan repayment by local currency cash,TRANSACTIONS,GBP_35549716942036328246_T2,KITTY USER LIMITED,28-DEC-12 12.00.00.000000000 AM,EU
50000,EUR,Local currency cash withdrawals,TRANSACTIONS,GBP_56134061398751874826_T2,DANIEL MAURER,28-DEC-12 12.00.00.000000000 AM,MX
250500,CHF,Card repayment by foreign currency cash,TRANSACTIONS,EUR_08543541692186509051_T2,Name,28-DEC-12 12.00.00.000000000 AM,US
250500,MXN,Card repayment by foreign currency cash,TRANSACTIONS,GBP_33482520314869432376_T2,KITTY USER LIMITED,28-DEC-12 12.00.00.000000000 AM,CH
250500,USD,Card repayment by foreign currency cash,TRANSACTIONS,GBP_34514512411931209008_T2,KITTY USER LIMITED,28-DEC-12 12.00.00.000000000 AM,CA
50000,USD,Local currency cash withdrawals,TRANSACTIONS,GBP_31492605069801681056_T2,KITTY USER LIMITED,28-DEC-12 12.00.00.000000000 AM,CH
50000,CAD,Local currency cash withdrawals,TRANSACTIONS,GBP_93172295254030619815_T2,DELLUCCI AMERICAN STUDIO S.R.L.,28-DEC-12 12.00.00.000000000 AM,CA
4336,CHF,Card repayment by foreign currency cash,TRANSACTIONS,GBP_07409376343389511804_T2,LOUIS GOODWIN TRUST,28-DEC-12 12.00.00.000000000 AM,CH
250500,CHF,Card repayment by foreign currency cash,TRANSACTIONS,GBP_32772735995966976456_T2,KITTY USER LIMITED,28-DEC-12 12.00.00.000000000 AM,CH
250500,CHF,Card repayment by foreign currency cash,TRANSACTIONS,GBP_51799386177917329829_T2,DANIEL MAURER,28-DEC-12 12.00.00.000000000 AM,CH
250500,EUR,Card repayment by local currency cash,TRANSACTIONS,GBP_29807097144567581617_T2,KITTY USER LIMITED,28-DEC-12 12.00.00.000000000 AM,EU
250500,MXN,Card repayment by local currency cash,TRANSACTIONS,GBP_89209360191284438874_T2,DELLUCCI AMERICAN STUDIO S.R.L.,28-DEC-12 12.00.00.000000000 AM,MX
50000,USD,Local currency cash withdrawals,TRANSACTIONS,CAD_83207917251081386622_T2,Name,28-DEC-12 12.00.00.000000000 AM,US
250500,CHF,Card repayment by local currency cash,TRANSACTIONS,GBP_81994127960570249384_T2,KLAUDIA FREYTAG TRUST,28-DEC-12 12.00.00.000000000 AM,CH
250500,USD,Card repayment by foreign currency cash,TRANSACTIONS,GBP_48132457952040762486_T2,DANIEL MAURER,28-DEC-12 12.00.00.000000000 AM,CA
50000,MXN,Local currency cash withdrawals,TRANSACTIONS,GBP_60714064794194343202_T2,DANIEL MAURER,28-DEC-12 12.00.00.000000000 AM,CH
50000,CHF,Local currency cash withdrawals,TRANSACTIONS,GBP_17479645580810037851_T2,LOUIS GOODWIN TRUST,28-DEC-12 12.00.00.000000000 AM,CH
50000,MXN,Local currency cash withdrawals,TRANSACTIONS,GBP_24352427382800026380_T2,CYBER WOOD LIMITED,28-DEC-12 12.00.00.000000000 AM,CH
50000,CHF,Local currency cash withdrawals,TRANSACTIONS,GBP_94009129568623002117_T2,DELLUCCI AMERICAN STUDIO S.R.L.,28-DEC-12 12.00.00.000000000 AM,EU
